SL No,Dispo_No,Dispo_Date,PO_No,Mkt_Ref_No,Style_No,color,Dispo Qty(Yds),PO_Qty,End_Buyer,garments_name,Process_Type,fabric_type,Weave_Type,composition,Total_Ends,Warp_Count,Weft Count,finish_type,construction,Dispo Grey Yarn Req (Warp),Dispo Grey Yarn Req (Weft),Dispo Dyed Yarn Req (Warp),Dispo Dyed Yarn Req (Weft),dispo_grey_qty,Req Grey Fabrics(YDS),Color Warp,Color Weft,Reed No,finish_width,Warp Length,Receive Warp Length,Remining Warp Length,Warp Plane,Acc.Holder,Total Grey Yarn Issued,S/W Total Yarn Issued Qty,Warp Yarn Consumption,Weft Yarn Consumption,DO No,DO Qty,Delivery Qty,Remarks,Short Excess Production,Print,Sample Qty.,Dispo Ref.,Type,Excess Dispo,Excess Qty,1st Gray Receive,Full Gray Receive,Hand Loom Delivery,Sample Delivery,PP Sample,Full Delivery,Test Sample,PP Sample,1st Delivery,2nd Delivery,3rd Delivery,Full Qty Delivery,Hanger,Dye Lot,ppsample,1st Delivery,2nd Delivery,Full Qty Delivery,3rd  Delivery,,,
2055,610255,07 Aug 2023,230801898R-1,P230812705,,As per Swatch,76.55 ,30.00 ,H&M,SHARMIN APPARELS LTD.,S/D,Solid,Plain,53% Linen + 27% BCI Cotton + 20% Recycle Cotton,"3,078.00 ",15 LC,15 LC,Soft,54x50/15LC(14)x15LC(14),37.63 ,34.16 ,37.63 ,34.16 ,84.00 ,91.86 ,1,1,42/2,73.29,263.47 ,0.00 ,263.47 ,260.00 ,MAHRAZ,71.79 ,0.00 ,37.63 ,34.16 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,10 Aug 2023,,,,,,
2056,610256,05 Aug 2023,230801897,P230812692,Naymal; WK6 MPD DEVELOPMENT; SS24 MW728 Colway 1,As per CAD + Pantone Tcx,98.42 ,50.00 ,Tesco,UTAH FASHIONS LTD.,S/D + All Over Print,Printed,Plain,100% BCI Cotton,"6,390.00 ",40,40,Soft,110(108)x70(68)/40x40,0.00 ,0.00 ,0.00 ,0.00 ,108.00 ,118.11 ,1,1,90/2,71,0.00 ,0.00 ,0.00 ,0.00 ,Bappy,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,11 Aug 2023,,,,,,,,,,,,,,,,,,
2057,610257,05 Aug 2023,230801897,P230812693,Naymal; WK6 MPD DEVELOPMENT; SS24 MW728 Colway 2,As per CAD + Pantone Tcx,98.42 ,50.00 ,Tesco,UTAH FASHIONS LTD.,S/D + All Over Print,Printed,Plain,100% BCI Cotton,"6,390.00 ",40,40,Soft,110(108)x70(68)/40x40,0.00 ,0.00 ,0.00 ,0.00 ,108.00 ,118.11 ,1,1,90/2,71,0.00 ,0.00 ,0.00 ,0.00 ,Bappy,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,11 Aug 2023,,,,,,,,,,,,,,,,,,
2058,610258,03 Aug 2023,230801899,P230812722,TH SECONDARY-SCKJ213 WATER,RFP,273.40 ,200.00 ,TOMMY HILFIGER,DEKKO GARMENTS LIMITED,RFD/RFP,RFD,Plain,56% Cotton + 40% Polyester + 4% Spandex,"6,912.00 ",45 TC,(40+40D),RFD/RFP,133x72/45TCx(40+40D),36.38 ,25.06 ,36.38 ,25.06 ,272.00 ,297.46 ,1,1,96/2,72,360.98 ,0.00 ,360.98 ,360.00 , Iftekhar AhmedShadin,61.44 ,0.00 ,36.38 ,25.06 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,14 Aug 2023,,,,
2059,610259,03 Aug 2023,230801900,P230812751,274H018F,As Per Swatch (C#69),273.40 ,200.00 ,UNIQLO,UNIQLO,S/D,Solid,Plain,100% BCI Cotton,"4,608.00 ",21,21,As Per Swatch,80x60/21x21,0.00 ,0.00 ,0.00 ,0.00 ,280.00 ,306.21 ,1,1,64/2,72,0.00 ,0.00 ,0.00 ,0.00 ,Md. Ismail Hossain,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,10 Aug 2023,,,,,,
2060,610260,03 Aug 2023,230801900,P230812752,274H018F,As Per Swatch (C#10AA),273.40 ,200.00 ,UNIQLO,UNIQLO,S/D,Solid,Plain,100% BCI Cotton,"4,608.00 ",21,21,As Per Swatch,80x60/21x21,0.00 ,0.00 ,0.00 ,0.00 ,280.00 ,306.21 ,1,1,64/2,72,0.00 ,0.00 ,0.00 ,0.00 ,Md. Ismail Hossain,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,10 Aug 2023,,,,,,
2061,610261,03 Aug 2023,230701883R-1,P230712582,,RFD,98.42 ,20.00 ,NEPTUNIAN FASHIONS LTD,BEQ KNIT LTD,RFD,RFD,3/1 Z Twill,98% Cotton +2% Spandex,"6,496.00 ",16SL,16+70D,RFD,116x58/16slubx(16+70D),77.34 ,42.97 ,77.34 ,42.97 ,108.00 ,118.11 ,1,1,88/2,73.82,299.02 ,0.00 ,299.02 ,295.00 ,Zulker Nayeen,120.31 ,0.00 ,77.34 ,42.97 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,09 Aug 2023,,,,,,
2062,610262,03 Aug 2023,230701883R-1,P230712583,,RFD,76.55 ,20.00 ,NEPTUNIAN FASHIONS LTD,BEQ KNIT LTD,RFD,RFD,3/1 S Twill,100% Cotton,"6,156.00 ",16,12,RFD,110x56/16x12,0.00 ,0.00 ,0.00 ,0.00 ,84.00 ,91.86 ,1,1,94/2,65.49,0.00 ,0.00 ,0.00 ,0.00 ,Zulker Nayeen,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,09 Aug 2023,,,,,,
2063,610263,05 Aug 2023,230701883R-1,P230712584,,19-0303 TPG (Black),98.42 ,20.00 ,NEPTUNIAN FASHIONS LTD,BEQ KNIT LTD,S/D,Solid,"3/1 ""S"" Twill",98% Cotton +2% Spandex,"6,944.00 ",21,16+70D,As Per Swatch,124x48/21x(16+70D),62.99 ,35.32 ,62.99 ,35.32 ,108.00 ,118.11 ,1,1,94/2,73.87,299.02 ,0.00 ,299.02 ,295.00 ,Zulker Nayeen,98.31 ,0.00 ,62.99 ,35.32 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,09 Aug 2023,,,,,,
2064,610264,03 Aug 2023,230701883R-1,P230712585,,18-3922 TPG,98.42 ,20.00 ,NEPTUNIAN FASHIONS LTD,BEQ KNIT LTD,S/D,Solid,2/1 “S” Twill,97% Cotton + 3% Elastane.,"8,288.00 ",32,(30+40D),Soft,148x66/32x(30+40D),49.34 ,25.67 ,49.34 ,25.67 ,108.00 ,118.11 ,1,1,74/3,74.67,299.01 ,0.00 ,299.01 ,290.00 ,Zulker Nayeen,75.01 ,0.00 ,49.34 ,25.67 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,09 Aug 2023,,,,,,
2065,610265,03 Aug 2023,230801904,P230812764,,Base and Print color as per CAD Arcoma pantone. Color chips available at Lab.,76.55 ,18.00 ,EXPRESS,AKH ECO APPARELS LTD,All Over Print,As Per CAD,Plain,Overall 97%Cotton +3% Spandex,"6,075.00 ",40,(40+40D),SilkySoft,110x70/40x(40+40D),0.00 ,0.00 ,0.00 ,0.00 ,81.00 ,88.58 ,1,1,81/2,75,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,09 Aug 2023,,,,
2066,610266,06 Aug 2023,230801912R-1,P230812783,Style: 2213611,As swatch,109.36 ,50.00 ,C&A,C&A,All Over Print,AOP,Plain,100% BCI Cotton,"8,208.00 ",50,50,Soft,144x80/50x50,0.00 ,0.00 ,0.00 ,0.00 ,"1,200.00 ","1,312.33 ",1,1,126/2,65.14,0.00 ,0.00 ,0.00 ,0.00 ,A HASAN,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,10 Aug 2023,,,,,,
2067,610267,06 Aug 2023,230801912R-1,P230812784,Style: 2213611,As swatch,109.36 ,50.00 ,C&A,C&A,All Over Print,AOP,Plain,100% BCI Cotton,"8,208.00 ",50,50,Soft,144x80/50x50,0.00 ,0.00 ,0.00 ,0.00 ,120.00 ,131.23 ,1,1,126/2,65.14,0.00 ,0.00 ,0.00 ,0.00 ,A HASAN,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,10 Aug 2023,,,,,,
2068,610268,06 Aug 2023,230801912R-1,P230812785,Style: 2213611,As swatch,109.36 ,50.00 ,C&A,C&A,All Over Print,AOP,Plain,100% BCI Cotton,"8,208.00 ",50,50,Soft,144x80/50x50,0.00 ,0.00 ,0.00 ,0.00 ,120.00 ,131.23 ,1,1,126/2,65.14,0.00 ,0.00 ,0.00 ,0.00 ,A HASAN,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,10 Aug 2023,,,,,,
2069,610269,02 Sep 2023,230801912R-1,P230812786,Style: 2213611,As swatch,109.36 ,50.00 ,C&A,C&A,All Over Print,AOP,Plain,100% BCI Cotton,"8,208.00 ",50,50,Soft,144x80/50x50,0.00 ,0.00 ,0.00 ,0.00 ,120.00 ,131.23 ,1,1,126/2,65.14,0.00 ,0.00 ,0.00 ,0.00 ,A HASAN,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,10 Aug 2023,,,,,,
2070,610270,06 Aug 2023,230801905R-2,P230812766,1467J,10001 White,76.55 ,30.00 ,M&S (Sublime),Sublime Greentex Ltd,AOP,Printed,"2/2 ""Z"" Twill",100% BCI Cotton,"4,024.00 ",20,20,Both Side Brush,68x60/20x20,0.00 ,0.00 ,0.00 ,0.00 ,81.00 ,88.58 ,1,1,54/2,74.52,0.00 ,0.00 ,0.00 ,0.00 ,Tasin Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,13 Aug 2023,,,,,,,,,,,,,,,,,,
2071,610271,06 Aug 2023,230801905R-2,P230812767,1467J,80945 Dusted mint,76.55 ,30.00 ,M&S (Sublime),Sublime Greentex Ltd,AOP,Printed,"2/2 ""Z"" Twill",100% BCI Cotton,"4,024.00 ",20,20,Both Side Brush,68x60/20x20,0.00 ,0.00 ,0.00 ,0.00 ,81.00 ,88.58 ,1,1,54/2,74.52,0.00 ,0.00 ,0.00 ,0.00 ,Tasin Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,13 Aug 2023,,,,,,,,,,,,,,,,,,
2072,610272,05 Aug 2023,230801901,P230712053,,"ADP- 352; Z Black, 12-0000 TCX",76.55 ,30.00 ,NEWLOOK,Fashion Step Ltd,S/D,Printed,Plain,100% Liva-Eco Viscose,"4,672.00 ",30 Viscose,30 Viscose,Airo Soft,80x68/30x30,0.00 ,0.00 ,0.00 ,0.00 ,81.00 ,88.58 ,1,1,64/2,73,0.00 ,0.00 ,0.00 ,0.00 ,KIBRIA,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,06 Aug 2023,,,,
2073,610273,05 Oct 2023,230701867,P230610425,LILIUM,PH230101551,38.28 ,20.00 ,LCAWAIKIKI(TEMA),TEMA,S/D,Printed,Plain,85% Viscose+15% Nylon,"7,809.00 ",20DNylon,30 Vis,Crepe(Soft) As Per T04122(Op:2),137x84/20DNylonX30Vis,0.00 ,0.00 ,0.00 ,0.00 ,50.00 ,54.68 ,1,1,118/2,66.18,0.00 ,0.00 ,0.00 ,0.00 ,Thakur Shahreer Kabir,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,08 Aug 2023,,,,
2074,610274,05 Aug 2023,230801913,P230812814,044EE2F305,*360 olive green (Pantone 18-0629 TCX),218.72 ,160.00 ,ESPRIT (DEKKO),DEKKO READYWEARS LTD.,S/D,,Dobby,100% BCI Cotton,"3,087.00 ",(16+40/2) , (16+40/2),Soft,54x54/(40/2+16)x(40/2+16),35.69 ,29.38 ,35.69 ,29.38 ,217.00 ,237.31 ,2,2,44/2,70.16,299.03 ,0.00 ,299.03 ,299.00 ,Md. Zahid Chowdhury,65.07 ,0.00 ,35.69 ,29.38 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,19 Aug 2023,,,,
2075,610274,27 Aug 2023,230801913,P230812814,044EE2F305,*360 olive green (Pantone 18-0629 TCX),218.72 ,160.00 ,ESPRIT (DEKKO),DEKKO READYWEARS LTD.,S/D,,Dobby,100% BCI Cotton,"3,087.00 ",(16+40/2) , (16+40/2),Soft,54x54/(40/2+16)x(40/2+16),35.69 ,29.38 ,35.69 ,29.38 ,217.00 ,237.31 ,2,2,44/2,70.16,299.03 ,0.00 ,299.03 ,0.00 ,Md. Zahid Chowdhury,65.07 ,0.00 ,35.69 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,19 Aug 2023,,,,
2076,610276,05 Aug 2023,230801902R-1,P230812757,,19-0303 TPG (Black),76.55 ,20.00 ,NEPTUNIAN FASHIONS LTD,NEPTUNIAN FASHIONS LTD,S/D,Solid,Plain,100% Cotton,"7,670.00 ",40,40,Soft,133X100/40X40,0.00 ,0.00 ,0.00 ,0.00 ,81.00 ,88.58 ,1,1,118/2,65,0.00 ,0.00 ,0.00 ,0.00 ,Zulker Nayeen,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,13 Aug 2023,,,,
2077,610276,16 Aug 2023,230801902R-1,P230812757,,19-0303 TPG (Black),76.55 ,20.00 ,NEPTUNIAN FASHIONS LTD,NEPTUNIAN FASHIONS LTD,S/D,Solid,Plain,100% Cotton,"7,670.00 ",40,40,Soft,133X100/40X40,0.00 ,0.00 ,0.00 ,0.00 ,81.00 ,88.58 ,1,1,118/2,65,0.00 ,0.00 ,0.00 ,0.00 ,Zulker Nayeen,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,13 Aug 2023,,,,
2078,610277,26 Aug 2023,230801906R-2,P230812768,,17-4021 TPG,76.55 ,10.00 ,NEPTUNIAN FASHIONS LTD,NEPTUNIAN FASHIONS LTD,S/D,Solid,"3/1 ""Z"" Twill",98% Cotton +2% Spandex,"5,400.00 ",(20+20SLUB),(20+70D),Back Side Peach,"(20+20Slub)x20+70D/104x54,",52.62 ,27.56 ,52.62 ,27.56 ,81.00 ,88.58 ,2,1,72/2,75,263.46 ,0.00 ,263.46 ,260.00 ,Zulker Nayeen,80.18 ,0.00 ,52.62 ,27.56 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,10 Aug 2023,,,,,,
2079,610278,26 Aug 2023,230801906R-2,P230812773,,19-0303 TPG,43.74 ,10.00 ,NEPTUNIAN FASHIONS LTD,NEPTUNIAN FASHIONS LTD,S/D,Solid,"3/1 ""Z"" Twill",98% Cotton +2% Spandex,"5,400.00 ",(20+20SLUB),(20+70D),Back Side Peach,(20+20Slub)x20+70D/104x54,0.00 ,0.00 ,0.00 ,0.00 ,80.00 ,87.49 ,2,1,72/2,75,0.00 ,0.00 ,0.00 ,0.00 ,Zulker Nayeen,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,10 Aug 2023,,,,,,
2080,610279,08 Aug 2023,230801909,P230812775,,Navy (As per dispo 406795),164.04 ,100.00 ,UNIQLO,UNIQLO,S/D,Rib-Stop,As per Approved sample,97% BCI Cotton + 3% Spandex,"7,560.00 ",32,30+40D,As per approved Sample,140x72/32x(30+40D),87.96 ,56.07 ,87.96 ,56.07 ,180.00 ,196.85 ,1,1,106/2,71.32,598.66 ,0.00 ,598.66 ,595.00 ,Md. Ismail Hossain,144.03 ,0.00 ,87.96 ,57.06 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,10 Aug 2023,,,,,,
2081,610280,21 Aug 2023,230801909,P230812776,,As per approved dispo 406501,164.04 ,100.00 ,UNIQLO,UNIQLO,S/D,Solid,Plain,49% Cotton 48% Nylon 3% Spandex,"8,640.00 ",70,(140D+40D),Soft,160X96/70X(130D+40D),22.70 ,22.41 ,22.70 ,22.41 ,163.00 ,178.26 ,1,1,120/2,72,237.06 ,0.00 ,237.06 ,0.00 ,Md. Ismail Hossain,45.11 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,10 Aug 2023,,,,,,
2082,610281,06 Aug 2023,230801915,P230506370,,23S-01732-G(270 ALUMINUM).,87.49 ,50.00 ,PERRY ELLIS,PERRY ELLIS,S/D,Approved Sample,As per Approved sample,97% Cotton + 3% Elastane.,"5,088.00 ",21+10,(30+40D)+(16+70D),Soft,96X56/21+10X30+40D+16+70D,0.00 ,0.00 ,0.00 ,0.00 ,110.00 ,120.30 ,2,2,74/2,68.76,0.00 ,0.00 ,0.00 ,0.00 ,Jahirul,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,15 Aug 2023,,,,
2083,610282,22 Aug 2023,230801926R-1,P230812967,2047Z,47848 Fresh Blue,76.55 ,20.00 ,M&S (Sublime),M&S,All Over Print,Printed,Plain,100% BCI Cotton,"8,208.00 ",50,50,Soft,144x80/50x50,0.00 ,0.00 ,0.00 ,0.00 ,81.00 ,88.58 ,1,1,126/2,65.14,0.00 ,0.00 ,0.00 ,0.00 ,Tasin Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,16 Aug 2023,,,,,,,,,,,,,,,,,,
2084,610283,22 Aug 2023,230801926R-1,P230812968,2047Z,21329 Light Pink,76.55 ,20.00 ,M&S (Sublime),M&S,All Over Print,Printed,Plain,100% BCI Cotton,"8,208.00 ",50,50,Soft,144x80/50x50,0.00 ,0.00 ,0.00 ,0.00 ,81.00 ,88.58 ,1,1,126/2,65.14,0.00 ,0.00 ,0.00 ,0.00 ,Tasin Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,16 Aug 2023,,,,,,,,,,,,,,,,,,
2085,610284,07 Aug 2023,230801919,P230812909,,As per swatch,98.42 ,20.00 ,CARTER’S,CARTER’S,S/D,Solid,as T05905,100% Cotton,"6,498.00 ",40,40,Cheese (process as T05907),100x80/40x40,31.98 ,21.88 ,31.98 ,21.88 ,108.00 ,118.11 ,1,1,88/2,73.84,299.03 ,0.00 ,299.03 ,299.00 ,Omar Faruk,53.86 ,0.00 ,31.98 ,21.88 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,12 Aug 2023,,,,,,
2086,610285,07 Aug 2023,230801935,P230812996,034EE2F305,440 Light Blue (Pantone# 14-4112 TCX),87.49 ,50.00 ,ESPRIT,SQUARE APPARELS LTD.,S/D,,Plain,100% BCI Cotton,"8,352.00 ",50,50,Soft,144x80/50x50,0.00 ,0.00 ,0.00 ,0.00 ,110.00 ,120.30 ,1,1,126/2,66.29,0.00 ,0.00 ,0.00 ,0.00 ,Md. Zahid Chowdhury,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,16 Aug 2023,,,,
2087,610286,08 Aug 2023,230801928,P230812976,234N011G,As Per Swatch (31 Beige),273.40 ,200.00 ,UNIQLO,UNIQLO,S/D,Solid,Plain,100% Linen,"3,477.00 ",21 Linen,21 Linen,As Per Swatch,60x54/21x21,63.66 ,57.39 ,63.66 ,57.39 ,280.00 ,306.21 ,1,1,48/2,72.44,598.66 ,0.00 ,598.66 ,595.00 ,Md. Ismail Hossain,121.05 ,0.00 ,63.66 ,57.39 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,13 Aug 2023,,,,,,
2088,610286,29 Sep 2023,230801928,P230812976,234N011G,As Per Swatch (31 Beige),273.40 ,200.00 ,UNIQLO,UNIQLO,S/D,Solid,Plain,100% Linen,"3,477.00 ",21 Linen,21 Linen,As Per Swatch,60x54/21x21,0.00 ,0.00 ,0.00 ,0.00 ,280.00 ,306.21 ,1,1,48/2,72.44,0.00 ,0.00 ,0.00 ,0.00 ,Md. Ismail Hossain,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,,,,,,,,,,13 Aug 2023,,,,,,
2089,610286,04 Oct 2023,230801928,P230812976,234N011G,As Per Swatch (31 Beige),76.55 ,200.00 ,UNIQLO,UNIQLO,S/D,Solid,Plain,100% Linen,"3,477.00 ",21 Linen,21 Linen,As Per Swatch,60x54/21x21,0.00 ,0.00 ,0.00 ,0.00 ,81.00 ,88.58 ,1,1,48/2,72.44,0.00 ,0.00 ,0.00 ,0.00 ,Md. Ismail Hossain,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,,,,,,,,,,13 Aug 2023,,,,,,
2090,610286,26 Oct 2023,230801928,P230812976,234N011G,As Per Swatch (31 Beige),273.40 ,200.00 ,UNIQLO,UNIQLO,S/D,Solid,Plain,100% Linen,"3,477.00 ",21 Linen,21 Linen,As Per Swatch,60x54/21x21,0.00 ,0.00 ,0.00 ,0.00 ,280.00 ,306.21 ,1,1,48/2,72.44,0.00 ,0.00 ,0.00 ,0.00 ,Md. Ismail Hossain,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,,,,,,,,,,13 Aug 2023,,,,,,
2091,610287,07 Aug 2023,230801908R-1,P230405120,MS 10736061,IVORY 44600,76.55 ,20.00 ,M&S (Sublime),Sublime Greentex Ltd,S/D,Solid,"2/2 ""Z"" Twill",100% BCI Cotton,"4,024.00 ",20,20,Soft,68x60/20x20,0.00 ,0.00 ,0.00 ,0.00 ,81.00 ,88.58 ,1,1,54/2,74.52,0.00 ,0.00 ,0.00 ,0.00 ,Tasin Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,13 Aug 2023,,,,,,,,,,,,,,,,,,
2092,610287,29 Aug 2023,230801908R-1,P230405120,MS 10736061,IVORY 44600,76.55 ,20.00 ,M&S (Sublime),Sublime Greentex Ltd,S/D,Solid,"2/2 ""Z"" Twill",100% BCI Cotton,"4,024.00 ",20,20,Soft,68x60/20x20,0.00 ,0.00 ,0.00 ,0.00 ,81.00 ,88.58 ,1,1,54/2,74.52,0.00 ,0.00 ,0.00 ,0.00 ,Tasin Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,13 Aug 2023,,,,,,,,,,,,,,,,,,
2093,610288,07 Aug 2023,230801908R-1,P230712262,,DARK NAVY 48729,76.55 ,20.00 ,M&S (Sublime),Sublime Greentex Ltd,S/D,Solid,Plain,100% BCI Cotton,"6,840.00 ",40,40,Face Side Peach,120x80/40x40,0.00 ,0.00 ,0.00 ,0.00 ,81.00 ,88.58 ,1,1,99/2,69.09,0.00 ,0.00 ,0.00 ,0.00 ,Tasin Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,13 Aug 2023,,,,,,,,,,,,,,,,,,
2094,610289,07 Aug 2023,230801939,P230812943,,"Black, 09-090",76.55 ,20.00 ,NEWLOOK,Fashion Step Ltd,S/D,Solid,2/1 “S” Twill,100% Lenzing Tencel,"7,410.00 ",30,30,Soft,130x70/30x30,76.85 ,42.98 ,76.85 ,42.98 ,81.00 ,88.58 ,1,1,76/3,65,489.13 ,0.00 ,489.13 ,489.00 ,KIBRIA,119.83 ,0.00 ,76.85 ,42.98 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,17 Aug 2023,,,,
2095,610290,07 Aug 2023,230801939,P230812944,,"White, 10-100",76.55 ,20.00 ,NEWLOOK,Fashion Step Ltd,S/D,White(RFD),2/1 “S” Twill,100% Lenzing Tencel,"7,410.00 ",30,30,Soft,130x70/30x30,0.00 ,0.00 ,0.00 ,0.00 ,81.00 ,88.58 ,1,1,76/3,65,0.00 ,0.00 ,0.00 ,0.00 ,KIBRIA,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,17 Aug 2023,,,,
2096,610291,08 Aug 2023,230801941R-1,P230508422,MS 10742805,Dark Navy 48729,76.55 ,20.00 ,M&S (Sublime),M&S,S/D + All Over Print,Printed,Plain,100% BCI Cotton,"6,270.00 ",40,40,Face Side Peach,110x95/40x40,0.00 ,0.00 ,0.00 ,0.00 ,84.00 ,91.86 ,1,1,84/2,74.64,0.00 ,0.00 ,0.00 ,0.00 ,Tasin Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,17 Aug 2023,,,,,,,,,,,,,,,,,,
2097,610292,10 Sep 2023,230801941R-1,P230609166,MS 10742641,DK Navy 48729,76.55 ,20.00 ,M&S (Sublime),M&S,S/D + All Over Print,Printed,Plain,100% BCI Cotton,"6,270.00 ",40,40,Face Side Peach,110x95/40x40,0.00 ,0.00 ,0.00 ,0.00 ,84.00 ,91.86 ,1,1,84/2,74.64,0.00 ,0.00 ,0.00 ,0.00 ,Tasin Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,17 Aug 2023,,,,,,,,,,,,,,,,,,
